Date,Agency,SubAgency,RIN,FRDOC,SignatureDate,SignatoryName,SignatoryTitle,ImportantDates,Addresses,ContactforFurtherInfo,SubjectList,Agency2,Action,Summary
FR-2010-09-01.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF COMMERCE</AGENCY>
","<SUBAGY>National Oceanic and Atmospheric Administration</SUBAGY>
","<RIN>RIN 0648-XY62</RIN>
","<FRDOC>[FR Doc. 2010-21831 Filed 8-31-10; 8:45 am]</FRDOC>
","<DATED>Dated: August 27, 2010.</DATED>
","<NAME>Carrie Selberg,</NAME>
","<TITLE>Acting Director, Office of Sustainable Fisheries, National Marine Fisheries Service.</TITLE>
",None,None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Obren Davis, 907-586-7228.</P>
 </FURINF>
",None,"['', '<P>National Marine Fisheries Service (NMFS), National Oceanic and Atmospheric Administration (NOAA), Commerce.</P>\n']","['', '<P>Temporary rule; closures and openings.</P>\n']","['', '<P>NMFS is prohibiting directed fishing for Atka mackerel in the Eastern Aleutian District and the Bering Sea subarea of the Bering Sea and Aleutian Islands management area (BSAI) by vessels participating in the BSAI trawl limited access fishery. This action is necessary to prevent exceeding the 2010 total allowable catch (TAC) of Atka mackerel in these areas by vessels participating in the BSAI trawl limited access fishery. NMFS is also announcing the opening and closing dates of the first and second directed fisheries within the harvest limit area (HLA) in areas 542 and 543. These actions are necessary to conduct<PRTPAGE P=""53607""/>directed fishing for Atka mackerel in the HLA in areas 542 and 543.</P>\n']"
FR-2010-09-01.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF COMMERCE</AGENCY>
","<SUBAGY>National Oceanic and Atmospheric Administration</SUBAGY>
","<RIN>RIN 0648-XY66</RIN>
","<FRDOC>[FR Doc. 2010-21860 Filed 8-27-10; 4:15 pm]</FRDOC>
","<DATED>Dated: August 27, 2010.</DATED>
","<NAME>Carrie Selberg,</NAME>
","<TITLE>Acting Director, Office of Sustainable Fisheries, National Marine Fisheries Service.</TITLE>
","<DATES>
 <HD SOURCE=""HED"">DATES:</HD>
 <P>Effective 1200 hrs, Alaska local time (A.l.t.), August 28, 2010, through 2400 hrs, A.l.t., December 31, 2010.</P>
 </DATES>
",None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Steve Whitney, 907-586-7269.</P>
 </FURINF>
",None,"['', '<P>National Marine Fisheries Service (NMFS), National Oceanic and Atmospheric Administration (NOAA), Commerce.</P>\n']","['', '<P>Temporary rule; closure.</P>\n']","['', '<P>NMFS is prohibiting directed fishing for Pacific ocean perch in the West Yakutat District of the Gulf of Alaska (GOA). This action is necessary to prevent exceeding the 2010 total allowable catch (TAC) of Pacific ocean perch in the West Yakutat District of the GOA.</P>\n']"
FR-2010-09-01.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF THE INTERIOR</AGENCY>
","<SUBAGY>Fish and Wildlife Service</SUBAGY>
","<RIN>RIN 1018-AX06</RIN>
","<FRDOC>[FR Doc. 2010-21664 Filed 8-31-10; 8:45 am]</FRDOC>
","<DATED>Dated: August 25, 2010.</DATED>
","<NAME>Will Shafroth,</NAME>
","<TITLE>Acting Assistant Secretary for Fish and Wildlife and Parks.</TITLE>
",None,"<ADD>
 <HD SOURCE=""HED"">ADDRESSES:</HD>
 
 <P>You may inspect comments received on the proposed special hunting regulations and Tribal proposals during normal business hours in room 4107, Arlington Square Building, 4501 N. Fairfax Drive, Arlington, VA or at<E T=""03"">http://www.regulations.gov</E>at Docket No. FWS-R9-MB-2010-0040.</P>
 </ADD>
","<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Ron W. Kokel, Division of Migratory Bird Management, U.S. Fish and Wildlife Service, (703/358-1967).</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects in 50 CFR Part 20</HD>
 <P>Exports, Hunting, Imports, Reporting and recordkeeping requirements, Transportation, Wildlife.</P>
 </LSTSUB>
","['', '<P>Fish and Wildlife Service, Interior.</P>\n']","['', '<P>Final rule.</P>\n']","['', '<P>This rule prescribes special early-season migratory bird hunting regulations for certain Tribes on Federal Indian reservations, off-reservation trust lands, and ceded lands. This rule responds to Tribal requests for U.S. Fish and Wildlife Service (hereinafter Service or we) recognition of Tribal authority to regulate hunting under established guidelines. This rule allows the establishment of season bag limits and, thus, harvest, at levels compatible with populations and habitat conditions.</P>\n']"
FR-2010-09-01.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF LABOR</AGENCY>
","<SUBAGY>Employment and Training Administration</SUBAGY>
","<RIN>RIN 1205-AB48 and RIN 1205-AB47</RIN>
","<FRDOC>[FR Doc. 2010-21139 Filed 8-31-10; 8:45 am]</FRDOC>
","<DATED>Signed at Washington, DC, this 19th day of August 2010.</DATED>
","<NAME>Jane Oates,</NAME>
","<TITLE>Assistant Secretary, Employment and Training Administration.</TITLE>
",None,None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Judith Gilbert, Team Leader, Division of Adult Services, Office of Workforce Investment, U.S. Department of Labor, 200 Constitution Avenue, NW., Room S-4209, Washington, DC 20210; telephone (202) 693-3046 (this is not a toll-free number).</P>
 <P>Individuals with hearing or speech impairments may access the telephone number above via TTY by calling the toll-free Federal Information Relay Service at 1-800-877-8339.</P>
 </FURINF>
","<LSTSUB>
 <PRTPAGE P=""53812""/>
 <HD SOURCE=""HED"">List of Subjects in 20 CFR Part 641</HD>
 <P>Aged, Employment, Government contracts, Grant programs—Labor, Reporting and recordkeeping requirements.</P>
 </LSTSUB>
","['', '<P>Employment and Training Administration, Labor.</P>\n']","['', '<P>Final rule.</P>\n']","['', '<P>The Department issued an interim final rule (IFR) implementing changes in the SCSEP performance accountability regulations. We issued a notice of proposed rulemaking (NPRM) proposing changes to the remainder of the SCSEP regulations on August 14, 2008. This final rule takes into consideration comments received on the IFR and the NPRM.</P>\n']"
FR-2010-09-02.xml,"<AGENCY TYPE=""F"">NATIONAL CREDIT UNION ADMINISTRATION</AGENCY>
",None,"<RIN>RIN 3133-AD78</RIN>
","<FRDOC>[FR Doc. 2010-21864 Filed 9-1-10; 8:45 am]</FRDOC>
","<DATED>By the National Credit Union Administration Board, this 25th day of August 2010.</DATED>
","<NAME>Linda K. Dent,</NAME>
","<TITLE>Acting Secretary of the Board.</TITLE>
","<DATES>
 <HD SOURCE=""HED"">DATES:</HD>
 <P>The rule is effective September 2, 2010. The mandatory compliance date regarding the revisions to NCUA's official sign rule, 12 CFR Part 740, is March 2, 2011.</P>
 </DATES>
",None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Frank Kressman, Senior Staff Attorney, Office of General Counsel, 1775 Duke Street, Alexandria, Virginia 22314 or telephone (703) 518-6540.</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects</HD>
 <CFR>12 CFR Part 740</CFR>
 <P>Advertisements, Credit unions, Signs and symbols.</P>
 <CFR>12 CFR Part 745</CFR>
 <P>Credit unions, Share insurance.</P>
 </LSTSUB>
","['', '<P>National Credit Union Administration (NCUA).</P>\n']","['', '<P>Final rule.</P>\n']","['', '<P>President Obama signed into law the Dodd-Frank Wall Street Reform and Consumer Protection Act (Dodd-Frank Act) on July 21, 2010. Section 335 of the Dodd-Frank Act amended the Federal Credit Union Act (FCU Act) to make permanent the standard maximum share insurance amount (SMSIA) of $250,000. NCUA is amending its share insurance and official sign regulations to conform to this statutory change.</P>\n']"
FR-2010-09-02.xml,"<AGENCY TYPE=""N"">DEPARTMENT OF TRANSPORTATION</AGENCY>
","<SUBAGY>Federal Aviation Administration</SUBAGY>
","<RIN>RIN 2120-AA64</RIN>
","<FRDOC>[FR Doc. 2010-20491 Filed 9-1-10; 8:45 am]</FRDOC>
","<DATED>Issued in Renton, Washington, on August 11, 2010.</DATED>
","<NAME>Jeffrey E. Duven,</NAME>
","<TITLE>Acting Manager, Transport Airplane Directorate, Aircraft Certification Service.</TITLE>
",None,"<ADD>
 <HD SOURCE=""HED"">ADDRESSES:</HD>
 
 <P>For service information identified in this AD, contact Boeing Commercial Airplanes, Attention: Data &amp; Services Management, P.O. Box 3707, MC 2H-65, Seattle, Washington 98124-2207; telephone 206-544-5000, extension 1, fax 206-766-5680; e-mail<E T=""03"">me.boecom@boeing.com;</E>Internet<E T=""03"">https://www.myboeingfleet.com.</E>
 </P>
 </ADD>
","<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Wayne Lockett, Aerospace Engineer, Airframe Branch, ANM-120S, FAA, Seattle Aircraft Certification Office, 1601 Lind Avenue, SW., Renton, Washington 98057-3356; telephone (425) 917-6447; fax (425) 917-6590.</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects in 14 CFR Part 39</HD>
 <P>Air transportation, Aircraft, Aviation safety, Incorporation by reference, Safety.</P>
 </LSTSUB>
","['', '<P>Federal Aviation Administration (FAA), DOT.</P>\n']","['', '<P>Final rule.</P>\n']","['', '<P>We are adopting a new airworthiness directive (AD) for certain Model 737-100 and -200 series airplanes. This AD requires repetitive inspections for cracking and damaged fasteners of certain fuselage frames and stub beams, and corrective actions if necessary. For certain airplanes, this AD also requires repetitive inspections for cracking of the inboard chord fastener hole of the frame at body station 639, stringer S-16, and corrective actions if necessary. For certain airplanes, this AD also requires an inspection to determine the edge margin of the lower chord. For airplanes with a certain short edge margin, this AD requires repetitive inspections for cracking, and corrective actions if necessary; replacing the lower chord terminates the repetitive inspections. This AD requires an eventual preventive modification. For certain airplanes, doing the modification or a repair terminates the repetitive inspections for the repaired or modified frame only. For airplanes on which the modification or repair is done at certain body stations, this AD requires repetitive inspections for cracking of certain frame webs and inner and outer chords, and corrective actions if necessary. For certain other airplanes, this AD requires a modification which includes reinforcing the body frame inner chords, replacing the stub beam upper chords and attach angles, and reinforcing the stub beam web. This AD results from reports of fatigue cracks at certain frame sections, in addition to stub beam cracking, caused by high flight cycle stresses from both pressurization and maneuver load. We are issuing this AD to detect and correct fatigue cracking of certain fuselage frames and stub beams, and possible severed frames, which could result in reduced structural integrity of the frames. This reduced structural integrity can increase loading in the fuselage skin, which will accelerate skin crack growth and result in rapid decompression of the fuselage.</P>\n']"
FR-2010-09-02.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF TRANSPORTATION</AGENCY>
","<SUBAGY>Federal Aviation Administration</SUBAGY>
","<RIN>RIN 2120-AA64</RIN>
","<FRDOC>[FR Doc. C1-2010-21870 Filed 9-1-10; 8:45 am]</FRDOC>
","<DATED>Issued in Burlington, Massachusetts, on August 26, 2010.</DATED>
","<NAME>Thomas A. Boudreau,</NAME>
","<TITLE>Acting Manager, Engine and Propeller Directorate, Aircraft Certification Service.</TITLE>
","<DATES>
 <HD SOURCE=""HED"">DATES:</HD>
 <P>This correction is effective September 2, 2010. The compliance times of AD 2010-11-09 remain unchanged.</P>
 </DATES>
",None,"<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 
 <P>Tara Chaidez, Aerospace Engineer, Engine Certification Office, FAA, Engine and Propeller Directorate, 12 New England Executive Park, Burlington, MA 01803;<E T=""03"">e-mail: tara.chaidez@faa.gov;</E>telephone (781) 238-7773; fax (781) 238-7199.</P>
 </FURINF>
",None,"['', '<P>Federal Aviation Administration (FAA), DOT.</P>\n']","['', '<P>Final rule; correction.</P>\n']","['', '<P>The FAA is correcting airworthiness directive (AD) 2010-11-09, which published in the<E T=""04"">Federal Register</E>. That AD applies to TAE models TAE 125-01 and TAE 125-02-99 reciprocating engines, installed in, but not limited to, Diamond Aircraft Industries model DA 42 airplanes. The part number for engine model TAE 125-01 is missing a digit in paragraph (c) and in paragraph (e)(3). This document corrects those part numbers. In all other respects, the original document remains the same.</P>\n']"
FR-2010-09-02.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF TRANSPORTATION</AGENCY>
","<SUBAGY>Federal Aviation Administration</SUBAGY>
","<RIN>RIN 2120-AA64</RIN>
","<FRDOC>[FR Doc. 2010-21725 Filed 9-1-10; 8:45 am]</FRDOC>
","<DATED>Issued in Kansas City, Missouri, on August 25, 2010.</DATED>
","<NAME>John R. Colomy,</NAME>
","<TITLE>Acting Manager, Small Airplane Directorate, Aircraft Certification Service.</TITLE>
","<DATES>
 <HD SOURCE=""HED"">DATES:</HD>
 <P>This AD becomes effective October 7, 2010.</P>
 <P>On October 7, 2010, the Director of the Federal Register approved the incorporation by reference of Gippsland Aeronautics Mandatory Service Bulletin SB-GA8-2002-02, Issue 6, dated April 21, 2010, listed in this AD.</P>
 <P>As of March 2, 2009 (74 FR 8159; February 24, 2009), the Director of the Federal Register approved the incorporation by reference of Gippsland Aeronautics Mandatory Service Bulletin SB-GA8-2002-02, Issue 5, dated November 13, 2008, listed in this AD.</P>
 </DATES>
","<ADD>
 <HD SOURCE=""HED"">ADDRESSES:</HD>
 <P>You may examine the AD docket on the Internet at<E T=""03"">http://www.regulations.gov</E>or in person at the Docket Management Facility, U.S. Department of Transportation, Docket Operations, M-30, West Building Ground Floor, Room W12-140, 1200 New Jersey Avenue, SE., Washington, DC 20590.</P>
 </ADD>
","<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Doug Rudolph, Aerospace Engineer, FAA, Small Airplane Directorate, 901 Locust, Room 301, Kansas City, Missouri 64106; telephone: (816) 329-4059; fax: (816) 329-4090.</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects in 14 CFR Part 39</HD>
 <P>Air transportation, Aircraft, Aviation safety, Incorporation by reference, Safety.</P>
 </LSTSUB>
","['', '<P>Federal Aviation Administration (FAA), Department of Transportation (DOT).</P>\n']","['', '<P>Final rule.</P>\n']","['', '']"
FR-2010-09-02.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF TRANSPORTATION</AGENCY>
","<SUBAGY>Federal Aviation Administration</SUBAGY>
","<RIN>RIN 2120-AA64</RIN>
","<FRDOC>[FR Doc. 2010-21563 Filed 9-1-10; 8:45 am]</FRDOC>
","<DATED>Issued in Renton, Washington, on August 20, 2010.</DATED>
","<NAME>Jeffrey E. Duven,</NAME>
","<TITLE>Acting Manager, Transport Airplane Directorate, Aircraft Certification Service.</TITLE>
","<DATES>
 <HD SOURCE=""HED"">DATES:</HD>
 <P>This AD becomes effective September 17, 2010.</P>
 <P>The Director of the Federal Register approved the incorporation by reference of a certain publication listed in the AD as of September 17, 2010.</P>
 <P>We must receive comments on this AD by October 18, 2010.</P>
 </DATES>
","<ADD>
 <HD SOURCE=""HED"">ADDRESSES:</HD>
 <P>You may send comments by any of the following methods:</P>
 <P>•<E T=""03"">Federal eRulemaking Portal:</E>Go to<E T=""03"">http://www.regulations.gov</E>. Follow the instructions for submitting comments.</P>
 <P>•<E T=""03"">Fax:</E>(202) 493-2251.</P>
 <P>•<E T=""03"">Mail:</E>U.S. Department of Transportation, Docket Operations, M-30, West Building Ground Floor, Room W12-140, 1200 New Jersey Avenue, SE., Washington, DC 20590.</P>
 <P>•<E T=""03"">Hand Delivery:</E>U.S. Department of Transportation, Docket Operations, M-30, West Building Ground Floor, Room W12-40, 1200 New Jersey Avenue, SE., Washington, DC, between 9 a.m. and 5 p.m., Monday through Friday, except Federal holidays.</P>
 </ADD>
","<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Christopher Alfano, Aerospace Engineer, Airframe and Mechanical Systems Branch, ANE-171, FAA, New York Aircraft Certification Office (ACO), 1600 Stewart Avenue, Suite 410, Westbury, New York 11590; telephone (516) 228-7340; fax (516) 794-5531.</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects in 14 CFR Part 39</HD>
 <P>Air transportation, Aircraft, Aviation safety, Incorporation by reference, Safety.</P>
 </LSTSUB>
","['', '<P>Federal Aviation Administration (FAA), Department of Transportation (DOT).</P>\n']","['', '<P>Final rule; request for comments.</P>\n']","['', '']"
FR-2010-09-02.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF TRANSPORTATION</AGENCY>
","<SUBAGY>Federal Aviation Administration</SUBAGY>
","<RIN>RIN 2120-AA64</RIN>
","<FRDOC>[FR Doc. 2010-21415 Filed 9-1-10; 8:45 am]</FRDOC>
","<DATED>Issued in Renton, Washington, on August 13, 2010.</DATED>
","<NAME>Ali Bahrami,</NAME>
","<TITLE>Manager, Transport Airplane Directorate, Aircraft Certification Service.</TITLE>
",None,"<ADD>
 <HD SOURCE=""HED"">ADDRESSES:</HD>
 <P>You may examine the AD docket on the Internet at<E T=""03"">http://www.regulations.gov</E>or in person at the U.S. Department of Transportation, Docket Operations, M-30, West Building Ground Floor, Room W12-140, 1200 New Jersey Avenue, SE., Washington, DC.</P>
 </ADD>
","<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Fabio Buttitta, Aerospace Engineer, Airframe and Mechanical Systems Branch, ANE-171, FAA, New York Aircraft Certification Office, 1600 Stewart Avenue, Suite 410, Westbury, New York 11590; telephone (516) 228-7303; fax (516) 794-5531.</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects in 14 CFR Part 39</HD>
 <P>Air transportation, Aircraft, Aviation safety, Incorporation by reference, Safety.</P>
 </LSTSUB>
","['', '<P>Federal Aviation Administration (FAA), Department of Transportation (DOT).</P>\n']","['', '<P>Final rule.</P>\n']","['', '<P>We are issuing this AD to require actions to correct the unsafe condition on these products.</P>\n']"
FR-2010-09-02.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF TRANSPORTATION</AGENCY>
","<SUBAGY>Federal Aviation Administration</SUBAGY>
","<RIN>RIN 2120-AA64</RIN>
","<FRDOC>[FR Doc. 2010-21411 Filed 9-1-10; 8:45 am]</FRDOC>
","<DATED>Issued in Renton, Washington, on August 20, 2010.</DATED>
","<NAME>Jeffrey E. Duven,</NAME>
","<TITLE>Acting Manager, Transport Airplane Directorate, Aircraft Certification Service.</TITLE>
",None,"<ADD>
 <HD SOURCE=""HED"">ADDRESSES:</HD>
 <P>You may examine the AD docket on the Internet at<E T=""03"">http://www.regulations.gov</E>or in person at the U.S. Department of Transportation, Docket Operations, M-30, West Building Ground Floor, Room W12-140, 1200 New Jersey Avenue, SE., Washington, DC.</P>
 </ADD>
","<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Todd Thompson, Aerospace Engineer, International Branch, ANM-116, Transport Airplane Directorate, FAA, 1601 Lind Avenue, SW., Renton, Washington 98057-3356; telephone (425) 227-1175; fax (425) 227-1149.</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects in 14 CFR Part 39</HD>
 <P>Air transportation, Aircraft, Aviation safety, Incorporation by reference, Safety.</P>
 </LSTSUB>
","['', '<P>Federal Aviation Administration (FAA), Department of Transportation (DOT).</P>\n']","['', '<P>Final rule.</P>\n']","['', '']"
FR-2010-09-02.xml,"<AGENCY TYPE=""S"">DEPARTMENT OF TRANSPORTATION</AGENCY>
","<SUBAGY>Federal Aviation Administration</SUBAGY>
","<RIN>RIN 2120-AA64</RIN>
","<FRDOC>[FR Doc. 2010-21578 Filed 9-1-10; 8:45 am]</FRDOC>
","<DATED>Issued in Fort Worth, Texas, on August 5, 2010.</DATED>
","<NAME>Scott A. Horn,</NAME>
","<TITLE>Acting Manager, Rotorcraft Directorate, Aircraft Certification Service.</TITLE>
",None,"<ADD>
 <HD SOURCE=""HED"">ADDRESSES:</HD>
 <P>Use one of the following addresses to submit comments on this AD:</P>
 <P>•<E T=""03"">Federal eRulemaking Portal:</E>Go to<E T=""03"">http://www.regulations.gov.</E>Follow the instructions for submitting comments.</P>
 <P>•<E T=""03"">Fax:</E>202-493-2251.</P>
 <P>•<E T=""03"">Mail:</E>U.S. Department of Transportation, Docket Operations, M-30, West Building Ground Floor, Room W12-140, 1200 New Jersey Avenue, SE., Washington, DC 20590.</P>
 <P>•<E T=""03"">Hand Delivery:</E>U.S. Department of Transportation, Docket Operations, M-30, West Building Ground Floor, Room W12-140, 1200 New Jersey Avenue, SE., Washington, DC 20590, between 9 a.m. and 5 p.m., Monday through Friday, except Federal holidays.</P>
 
 <P>You may get the service information identified in this AD from American Eurocopter Corporation, 2701 Forum Drive, Grand Prairie, TX 75053-4005, telephone (800) 232-0323, fax (972) 641-3710, or at<E T=""03"">http://www.eurocopter.com.</E>
 </P>
 <P>
 <E T=""03"">Examining the docket:</E>You may examine the docket that contains the AD, any comments, and other information on the Internet at<E T=""03"">http://www.regulations.gov,</E>or in person at the Docket Operations office between 9 a.m. and 5 p.m., Monday through Friday, except Federal holidays. The Docket Operations office (telephone (800) 647-5527) is located in Room W12-140 on the ground floor of the West Building at the street address stated in the<E T=""02"">ADDRESSES</E>section. Comments will be available in the AD docket shortly after receipt.</P>
 </ADD>
","<FURINF>
 <HD SOURCE=""HED"">FOR FURTHER INFORMATION CONTACT:</HD>
 <P>Rao Edupuganti, Aviation Safety Engineer, Rotorcraft Directorate, Regulations and Policy Group, 2601 Meacham Blvd., Fort Worth, Texas 76137, telephone (817) 222-4389, fax (817) 222-5961.</P>
 </FURINF>
","<LSTSUB>
 <HD SOURCE=""HED"">List of Subjects in 14 CFR Part 39</HD>
 <P>Air transportation, Aircraft, Aviation safety, Incorporation by reference, Safety.</P>
 </LSTSUB>
","['', '<P>Federal Aviation Administration, DOT.</P>\n']","['', '<P>Final rule; request for comments.</P>\n']","['', '<P>This document publishes in the<E T=""04"">Federal Register</E>an amendment adopting Airworthiness Directive (AD) 2010-16-51, which was sent previously to all known U.S. owners and operators of Eurocopter France (Eurocopter) Model SA330J helicopters by individual letters. This AD requires, within 10 hours time-in-service (TIS), inspecting for a gap between the main gearbox (MGB) oil cooling fan assembly (fan) rotor blade and the upper section of the guide vane bearing housing. This inspection must be accomplished by using a feeler gauge attached to a rigid rod. If the feeler gauge cannot be inserted between the blade and the housing, this AD requires replacing the two fan rotor shaft bearings with two airworthy bearings. This AD is prompted by the separation of a fan rotor blade that caused puncture holes in the transmission deck. This condition, if not corrected, could lead to damage to the hydraulic lines and flight controls, and subsequent loss of control of the helicopter.</P>\n']"
